,time,DRAM,CPU,Iteration
392,3907.595387,5306668,112389459,12
381,3909.163662,5933974,113101535,15
382,3909.760546,4802280,107337104,5
393,3909.82382,5493164,111796061,10
383,3910.11772,7184346,109541152,13
384,3910.686049,5399916,118018257,9
385,3910.724018,6480747,116373698,7
386,3910.854977,7125006,114627415,1
394,3911.307237,7218255,111846923,18
395,3913.037547,6010267,111999512,14
396,3913.324533,6845262,117730035,2
397,3913.795957,5806817,113423665,4
387,3914.289716,6141663,113559299,3
398,3914.489652,6569756,117797852,0
388,3914.888757,5120171,116119385,17
389,3915.732931,5497402,115017361,11
399,3915.856588,6052653,114508734,16
400,3916.715038,5853441,113474528,6
401,3917.058774,5675422,112457275,8
402,3917.593039,4916721,101470947,12
390,3919.164609,6243388,113830566,15
391,3919.75942,6383260,117713081,5
403,3919.822388,5679660,112355550,10
392,3919.936462,6281535,112406412,13
393,3920.450258,6836786,112270779,1
394,3920.685187,6807115,117373996,9
395,3920.723453,6917318,114135742,7
404,3921.396481,5645752,111660428,18
405,3923.038175,5594890,112592909,14
406,3923.46881,6459554,119035509,2
407,3923.804091,6281535,112474230,4
396,3924.288689,6819831,116000705,3
408,3924.486437,5395678,118492974,0
397,3924.889005,5828010,116221110,17
398,3925.733288,5086263,113694933,11
409,3925.858765,5306668,113135444,16
410,3926.712613,6010268,112626818,6
411,3927.058412,5972120,112711589,8
412,3927.593952,5603366,112525092,12
399,3929.163478,5755954,115763347,15
400,3929.760555,6001790,119272867,5
413,3929.822905,6090800,111694336,10
401,3929.93815,7680257,112152100,13
402,3930.487345,6290012,113101535,1
403,3930.684051,5997552,119001601,9
404,3930.72534,6701151,111796061,7
414,3931.322154,6175571,111151801,18
415,3933.037409,5531311,112050374,14
416,3933.259012,7387797,114457872,2
417,3933.815729,6171333,112491184,4
405,3934.289685,6599426,115898980,3
406,3934.890543,5870395,117102729,17
418,3935.221793,6103515,117730035,0
407,3935.731628,5221897,113559299,11
419,3935.859927,5891588,114288330,16
420,3936.715827,5501641,111643473,6
421,3937.055807,5565220,115068224,8
422,3937.594073,5382962,113304986,12
408,3939.164982,5887349,111440023,15
409,3939.758781,5832249,118560791,5
423,3939.857289,4891290,112796360,10
410,3939.935624,7311503,111982557,13
411,3940.479841,7311503,114966499,1
412,3940.683991,5552504,117187500,9
413,3940.724799,6425646,110643175,7
424,3941.307685,6370545,115017361,18
425,3943.036289,5772908,112440321,14
426,3943.258002,6459554,117899577,2
427,3943.806728,6395975,110592312,4
414,3944.362285,7281833,116814508,3
428,3944.487058,5103217,119018554,0
415,3944.888109,5408393,115509033,17
416,3945.733703,5349053,109914143,11
429,3945.859912,5675422,115136041,16
430,3946.726163,5577935,113169352,6
431,3947.05795,6184048,112881130,8
432,3947.59659,5743239,112474230,12
417,3949.16504,6111993,117051866,15
418,3949.758097,5539788,117967394,5
433,3949.82297,5438063,113186306,10
419,3949.938583,7171631,111948650,13
420,3950.473697,7332696,116424560,1
421,3950.723044,4751417,102810330,7
422,3950.839115,5861918,119289822,9
434,3951.309076,6493462,115627713,18
435,3953.035277,5717808,112847222,14
436,3953.260753,5399916,117730034,2
437,3953.806335,6209480,110575358,4
423,3954.26333,6675721,117001004,3
438,3954.491249,6353591,105879042,0
424,3954.886798,5289714,118984647,17
425,3955.734669,5154080,110015870,11
439,3956.200883,5912780,115169949,16
440,3956.716014,5891588,112711589,6
441,3957.056714,5260043,114050971,8
442,3957.59333,5433824,114390055,12
426,3959.164681,6006029,115865071,15
427,3959.758236,6018744,118374295,5
443,3959.828895,5268520,113440620,10
428,3959.936567,6832547,112813313,13
429,3960.485702,6069607,113830567,1
430,3960.684189,5764431,117085774,9
431,3960.724475,6285774,112864177,7
444,3961.306249,5989075,115814209,18
445,3963.036719,5904303,112931994,14
446,3963.485489,6489224,117373997,2
447,3963.808059,6052653,111694336,4
432,3964.444019,6891886,116729736,3
433,3964.889789,6018744,118679470,17
448,3965.543937,7667541,137973362,0
449,3966.127379,5073548,115356445,16
434,3966.167033,6188287,109032525,11
450,3966.715641,5785624,108354357,6
451,3967.05568,5645752,115085178,8
452,3967.595556,5560981,113779704,12
435,3969.20554,7358127,116475424,15
436,3969.758338,5997552,119900173,5
453,3969.822052,5794102,114932590,10
437,3969.936898,6217956,114305285,13
438,3970.485105,5781385,114847819,1
439,3970.681903,5594890,119001601,9
440,3970.722817,5806817,114034016,7
454,3971.335492,5929735,112745497,18
455,3973.037206,6353590,113847520,14
456,3973.257085,6014506,117594401,2
457,3973.807055,6128947,112999810,4
441,3974.256526,7854038,123392741,3
458,3974.491526,4467434,90399848,0
442,3974.891918,6641812,118442112,17
443,3975.734397,5976359,112287733,11
459,3975.857974,6090800,115322537,16
460,3976.715033,6217957,112779405,6
461,3977.057249,6061130,112982856,8
462,3977.594447,4484389,112694634,12
444,3979.162182,5777147,116763644,15
445,3979.759406,6527371,120256212,5
463,3979.821904,5772908,113033718,10
446,3979.936599,6781684,112118191,13
447,3980.486454,5637275,103980170,1
448,3980.681324,5272759,118916829,9
449,3980.721092,5959405,115424263,7
464,3981.308174,4772610,107659234,18
465,3983.038044,5662707,113050673,14
466,3983.25972,6527371,117492675,2
467,3983.812659,5984836,115797255,4
450,3984.380814,6323920,101860894,3
468,3984.491523,5997552,115763346,0
451,3984.893953,6942749,118289523,17
452,3985.73462,6709629,112050374,11
469,3985.857427,6184048,114423964,16
470,3986.714757,6251865,113898383,6
471,3987.055345,5705092,114813911,8
472,3987.599757,5111694,112508138,12
453,3989.161615,5883111,114847819,15
454,3989.759598,6345113,118849013,5
473,3989.82061,5628798,115763347,10
455,3989.936483,6722345,114101834,13
456,3990.476287,5607605,116984050,1
457,3990.682306,6099277,117170546,9
458,3990.722051,6107754,113576253,7
474,3991.307413,6980896,128750271,18
475,3993.036736,6400214,110829671,14
476,3993.258976,5929735,117492676,2
477,3993.804341,6171332,113542345,4
459,3994.289144,6807115,115152995,3
478,3994.489806,5755955,116644966,0
460,3994.888978,6264581,119171143,17
461,3995.73477,6336636,112711589,11
479,3995.858237,5828009,114983452,16
480,3996.71699,6184048,114067925,6
481,3997.055302,4993015,115475125,8
482,3997.598121,6222195,112050375,12
462,3999.163404,5378723,115441217,15
463,3999.758733,5658468,118594699,5
483,3999.822118,6196764,115848117,10
464,3999.935958,5870395,112542046,13
465,4000.478107,5302429,117730034,1
466,4000.681018,5048116,119645860,9
467,4000.722055,5798340,115102132,7
484,4001.309064,5836487,107320150,18
485,4003.03717,5607605,114169651,14
486,4003.258156,6328159,118374295,2
487,4004.242499,7074145,124409993,4
468,4004.290207,5874634,114898681,3
488,4004.490567,6175571,115441216,0
469,4004.891769,6196764,113525390,17
470,4005.732909,6285773,112101237,11
489,4005.858844,5734762,115441217,16
490,4006.715797,6374783,112796360,6
491,4007.055093,5404154,103302002,8
492,4007.59467,5883111,115102132,12
471,4009.160824,6205241,116780599,15
472,4009.760163,6048414,119815403,5
493,4009.822467,5900065,114796956,10
473,4009.941558,6853739,113423665,13
474,4010.478792,5878873,117679172,1
475,4010.682225,5285475,117645264,9
476,4010.727108,6103515,114491781,7
494,4011.307672,6650289,113372803,18
495,4013.035486,6044176,114491780,14
496,4013.255106,5722046,117255317,2
497,4013.798729,5577935,102708605,4
477,4014.288144,6650289,112626818,3
498,4014.489676,6124708,115695530,0
478,4014.892358,5768670,117679173,17
479,4015.734721,5103217,116611057,11
499,4015.89206,5658468,115305583,16
500,4016.715694,5853441,114237468,6
501,4017.057428,5171035,117696126,8
502,4017.594235,6336636,110371907,12
480,4019.161978,7099576,118086073,15
481,4019.758128,6078084,118662516,5
503,4019.821868,6035699,116644966,10
482,4019.937113,6908841,115763347,13
483,4020.47852,5641513,118153890,1
484,4020.683089,5565220,118425158,9
485,4020.722469,5798340,113932291,7
504,4021.309683,6434122,112423367,18
505,4023.037092,6158617,114237468,14
506,4023.256106,5688137,119493272,2
507,4023.808143,6590949,112067328,4
486,4024.29007,6896125,113491482,3
508,4024.49145,6285773,117034912,0
487,4024.923398,6073845,114220513,17
488,4025.734188,5467733,103420681,11
509,4025.835358,5637274,114610460,16
510,4026.716377,6213718,114339192,6
511,4027.056619,6353590,116356744,8
512,4027.596274,5476210,117967394,12
489,4029.162301,6162855,115966797,15
490,4029.760023,5933974,119967991,5
513,4029.82241,6489223,113237169,10
491,4029.938712,6747775,118272569,13
492,4030.477648,5628798,117424859,1
493,4030.682092,5018446,119713677,9
494,4030.725502,6256104,114084880,7
514,4031.311204,5959405,113864474,18
515,4033.035451,5238850,114712185,14
516,4033.256853,6391738,117916531,2
517,4033.802815,5811055,114118788,4
495,4034.288424,6217957,115102132,3
518,4034.493373,5878873,115814209,0
496,4034.89342,6048415,115339491,17
497,4035.732671,5565219,116831462,11
519,4035.856803,6018745,114271375,16
520,4036.716264,6366306,110541450,6
521,4037.05819,5917019,113593207,8
522,4037.593597,5972120,115102132,12
498,4039.165255,6192525,114084879,15
499,4039.763343,6573995,119069417,5
523,4039.853722,6103516,116560194,10
500,4039.980987,6773207,117390951,13
501,4040.502042,5794101,116746691,1
502,4040.681715,5662706,105285644,9
503,4040.724196,6510416,115186903,7
524,4041.308493,7841322,123291016,18
525,4043.034896,5645752,115254720,14
526,4043.806745,5891588,113796658,4
504,4044.289514,6849500,115085178,3
527,4044.49091,5942450,118069119,0
528,4044.705245,6836785,128275554,2
505,4044.890547,5819532,116695828,17
506,4045.732831,6395976,113220214,11
529,4045.858789,6311205,114186605,16
530,4046.713619,5209181,116136339,6
531,4047.057129,5747477,117255317,8
532,4047.595827,6294251,116814507,12
507,4049.163324,6684198,118374295,15
508,4049.758991,6395976,117645264,5
533,4049.823927,5853441,103302002,10
509,4049.967107,7765029,117441813,13
510,4050.4791,5993313,119272868,1
511,4050.722919,5980598,115949843,7
512,4050.877151,7926093,129513211,9
534,4051.309216,6425646,101674398,18
535,4053.036198,5815294,117119683,14
536,4053.256119,5323622,93638102,2
537,4053.792651,5637275,115220812,4
513,4054.29013,6468032,117119683,3
538,4054.49298,6048415,115000406,0
514,4054.889616,4501343,118526882,17
515,4055.734169,6561279,114508735,11
539,4055.858186,5594889,115492079,16
540,4056.715425,5344815,114118788,6
541,4057.058816,5026924,113881429,8
542,4057.617296,6417168,114220514,12
516,4059.166424,6434122,115051270,15
517,4059.759539,5268520,119391547,5
518,4059.935606,5696614,106268989,13
519,4060.483053,5980598,117187500,1
520,4060.687793,7010566,104217529,9
521,4060.722848,6323920,118018256,7
543,4061.306716,7697212,137854682,10
544,4061.308967,7379320,114050971,18
545,4063.03569,5713569,114203559,14
546,4063.288485,5645752,118408203,2
547,4063.795959,5438063,114525689,4
522,4064.291205,6658766,116051568,3
548,4064.489704,6234911,117068821,0
523,4064.888862,5722046,119391548,17
524,4065.732812,6455316,115932889,11
549,4065.903338,5751716,114627415,16
550,4066.715345,5955166,114135742,6
551,4067.057558,6234910,114559597,8
552,4067.610372,6374783,112067328,12
525,4069.164836,5700853,102606879,15
526,4069.75909,5853441,119391547,5
553,4069.823817,5938212,91908773,10
527,4070.47882,6629096,117848714,1
528,4070.686805,6879171,118103028,9
529,4070.724131,5938212,115525987,7
554,4071.310838,7112291,115322537,18
530,4071.822976,7502238,139482286,13
555,4073.036115,5874634,115119087,14
556,4073.271878,7434421,115593804,2
557,4073.82306,5959405,114898682,4
531,4074.287285,6506178,115407308,3
558,4074.492502,5743238,118221707,0
532,4074.889128,6179810,117136637,17
533,4075.737614,6455315,116170247,11
559,4075.860645,6412930,112033420,16
560,4076.715019,6006029,113474528,6
561,4077.058297,5179511,117204455,8
562,4077.593215,5298191,116678874,12
534,4079.163864,7112292,114712185,15
535,4079.757179,5755955,119900174,5
536,4079.937581,5094740,94146728,13
563,4080.177689,7298787,129869249,10
537,4080.478288,5391439,118204752,1
538,4080.683608,5959405,118136935,9
539,4080.721882,5976359,119391548,7
564,4081.312093,6506178,115322537,18
565,4083.034704,5649991,115678575,14
566,4083.257176,7341173,112643772,2
567,4083.785447,5840725,115644667,4
540,4084.289274,6841023,115593804,3
568,4084.488983,6671482,114118788,0
541,4084.891194,5895826,119323731,17
542,4085.732719,7256402,114322239,11
569,4086.101436,6959703,115661621,16
570,4086.713632,5378723,114729140,6
571,4087.058438,5476210,117797851,8
572,4087.594481,5162557,116628011,12
543,4089.267806,7883707,127868653,15
544,4089.756639,5772908,118306478,5
573,4089.826088,6251865,103725857,10
545,4089.935867,6035699,119561090,13
546,4090.478329,5149841,118255616,1
547,4090.682737,5649990,118272570,9
548,4090.720798,5963644,119154188,7
574,4091.309054,6133186,117780897,18
575,4093.111995,5611843,117136637,14
576,4093.257809,7582770,113406711,2
577,4093.828221,7341173,115814209,4
549,4094.288367,6400215,118374295,3
578,4094.491138,6184048,116356743,0
550,4094.891184,8595785,119544135,17
551,4095.733038,5984836,117543538,11
579,4095.875652,6726583,115220811,16
580,4096.716893,5717807,114898681,6
581,4097.05734,5692376,117797852,8
582,4097.594498,5688137,118170844,12
552,4099.161685,5238851,103793674,15
553,4099.755384,5654229,119917128,5
583,4099.824407,6891886,114695231,10
554,4099.952477,6128947,120001899,13
555,4100.479613,6285774,117865668,1
556,4100.681288,5730523,118933784,9
584,4101.473899,6959703,117068821,18
557,4101.820057,7434421,129140218,7
585,4103.036513,5883111,105607775,14
586,4103.265168,7383559,116560194,2
587,4103.823337,6518894,119544135,4
558,4104.290161,6273058,118221707,3
588,4104.490659,5802578,118815105,0
559,4104.891196,6374783,114627414,17
560,4105.732755,6264581,117967394,11
589,4105.859135,5666945,111779107,16
590,4106.714928,6010268,114576552,6
591,4107.05565,5709331,116882324,8
592,4107.599236,6167094,114898682,12
561,4109.291381,5713569,115017361,15
562,4109.766933,6747776,119561089,5
593,4109.824257,6811354,115475125,10
563,4110.061005,6264581,120001899,13
564,4110.477028,6497701,119340685,1
565,4110.681414,5086263,119340684,9
566,4110.722541,6438361,105743408,7
594,4111.312457,7146200,114746093,18
595,4113.037329,6573995,117255317,14
596,4113.256976,6802876,112643772,2
597,4113.806425,5467733,116865370,4
567,4114.28845,5730523,105743408,3
598,4114.493544,7209778,116848415,0
568,4114.89109,6145901,114915636,17
569,4115.734304,5980598,118238661,11
599,4115.885801,6251865,113050673,16
600,4116.952604,5743238,114305284,6
601,4117.056361,5785624,118509928,8
602,4117.593869,6349352,114542643,12
570,4119.161572,6086561,115559896,15
571,4119.759562,8176168,120578342,5
603,4119.824074,6764730,115322537,10
572,4119.942018,7120768,115983751,13
573,4120.480478,6116231,118391249,1
574,4120.680401,4993015,119222005,9
575,4120.72418,6586711,116034614,7
604,4121.31418,6391737,117526585,18
605,4123.038831,6357829,118153890,14
606,4123.259637,6031461,114576552,2
607,4123.8242,5878872,115390353,4
576,4124.290265,5374484,118899875,3
608,4124.48949,6480747,117594401,0
577,4125.007056,6527371,116373698,17
578,4125.734986,6887647,115407308,11
609,4125.859153,5925496,115966797,16
610,4126.71663,5755955,116797553,6
611,4127.08567,6247626,116034614,8
612,4127.600664,6226434,111304389,12
579,4129.161567,5700854,119171142,15
580,4129.760436,5467733,120697022,5
613,4129.851218,6311205,113915337,10
581,4129.939421,6056891,117628309,13
582,4130.477828,6171332,119561089,1
583,4130.680974,5166796,117882623,9
584,4130.722668,6366306,119137234,7
614,4131.411777,6256103,116899278,18
615,4133.035994,6624857,116238064,14
616,4133.256138,7197062,115441216,2
617,4133.823338,6311205,117679173,4
585,4134.291981,6637573,118391249,3
618,4134.491444,6735060,116119385,0
586,4134.894501,6709628,115034315,17
587,4135.736184,7184347,116170247,11
619,4135.860308,5904304,103115506,16
620,4136.715585,6718105,103725858,6
621,4137.058106,6179810,115678575,8
622,4137.596143,5878872,113745796,12
588,4139.167169,6730821,115186903,15
589,4139.760039,6705390,117187500,5
623,4139.823418,5980597,117882623,10
590,4139.969156,5955167,118425157,13
591,4140.478557,5955167,118916829,1
592,4140.686018,6145901,119272868,9
593,4140.722919,6752014,118442112,7
624,4141.312665,6315444,118492974,18
625,4143.040012,6188287,115339491,14
626,4143.259555,6760491,114373101,2
627,4143.824858,6256103,118628607,4
594,4144.292972,6675721,119272868,3
628,4144.490967,6459554,118560791,0
595,4144.889982,6281535,112931993,17
596,4145.733825,6201002,118849013,11
629,4145.886462,6268819,126970079,16
630,4146.744418,6073846,117780897,6
631,4147.055618,5276998,119188097,8
632,4147.595739,5972120,117153591,12
597,4149.164011,7336934,118526883,15
633,4149.82236,5683899,118696425,10
598,4149.938006,6298489,117340088,13
599,4150.121844,6637573,118323432,5
600,4150.479185,6243388,118967693,1
601,4150.717251,5679660,118679470,9
602,4150.723862,6824069,111897786,7
634,4151.310934,6340874,118408203,18
635,4153.037972,6417169,117831760,14
636,4153.256042,6298489,115593805,2
637,4153.837339,5471972,114000109,4
638,4154.491805,7023282,115576850,0
603,4154.891801,6184048,112084283,17
